id,categoria,pregunta,respuesta,contexto
83,Síntomas,¿es normal que en clopidogrel síntomas alergia no duela el pecho?,"Sangrados, hematomas extensos, melena o alergia cutánea pueden aparecer con antiagregantes. Si hay sangrado importante, no se suspende a ciegas: hay que valorar riesgo isquémico y hemorrágico.","Los antiagregantes pueden producir sangrado, hematomas, dispepsia y reacciones alérgicas cutáneas. La aparición de sangrado mayor o síntomas neurológicos requiere reevaluación urgente del tratamiento."
84,Síntomas,¿qué datos clínicos apuntan a sangrado con anticoagulante?,"Melena, hematemesis, hematuria importante, caída de Hb o síntomas neurológicos son alarma. Hay que valorar gravedad, última toma, función renal y necesidad de reversión o suspensión temporal.","Los anticoagulantes aumentan el riesgo de sangrado digestivo, urinario, intracraneal o cutáneo. La gravedad depende de localización, estabilidad hemodinámica, hemoglobina, función renal y tiempo desde la última dosis."
85,Síntomas,¿dolor de pierna e insuficiencia cardiaca necesita ECG ya?,"Edemas bilaterales con disnea, ortopnea o yugulares altas apuntan a congestión cardiaca. Si es unilateral y doloroso, piensa también en trombosis venosa.","Los edemas en miembros inferiores pueden deberse a insuficiencia cardiaca, enfermedad venosa, fármacos, insuficiencia renal o hipoalbuminemia. La congestión sistémica se evalúa con peso, yugulares, hepatomegalia y respuesta a diuréticos."
86,Síntomas,¿qué síntomas me hacen pensar en ortopnea?,"Si duerme con más almohadas o se despierta ahogado, piensa en insuficiencia cardiaca descompensada. Hay que valorar congestión, peso, función renal, BNP/NT-proBNP y eco según contexto.",La ortopnea y la disnea paroxística nocturna son síntomas clásicos de congestión pulmonar por insuficiencia cardiaca. Su presencia sugiere aumento de presiones de llenado y requiere ajustar diagnóstico y tratamiento.
87,Síntomas,"tengo un paciente con claudicación vascular, ¿qué busco?","Dolor en pantorrilla al caminar que cede al parar suena a claudicación. Hay que medir índice tobillo-brazo y tratar riesgo cardiovascular, no solo el dolor de la pierna.","La claudicación intermitente es dolor muscular reproducible con el ejercicio y que mejora con reposo, típico de enfermedad arterial periférica. Se asocia a alto riesgo cardiovascular y exige control intensivo de factores de riesgo."
88,Síntomas,¿cómo distingo ictus y FA de algo menos grave?,"Un ictus sin causa clara obliga a buscar FA, incluso paroxística. Si se confirma y el riesgo embólico lo justifica, la prevención suele ser anticoagulación, no antiagregación simple.","La fibrilación auricular es una causa frecuente de ictus cardioembólico. En pacientes con ictus o AIT se recomienda buscar FA con ECG y monitorización según el caso, porque cambia la indicación de anticoagulación."
89,Síntomas,"soplo nuevo, ¿qué signos de alarma miro?","Un soplo nuevo con fiebre, insuficiencia cardiaca, síncope o dolor torácico no se ignora. El eco es la prueba clave para caracterizar la lesión.","Un soplo nuevo puede indicar valvulopatía, endocarditis, comunicación intracardiaca o complicación mecánica postinfarto. El contexto clínico y la ecocardiografía determinan urgencia y etiología."
90,Síntomas,¿cuando me preocupo por fatiga por ic?,"La fatiga puede ser bajo gasto o descompensación, pero también anemia, bradicardia o exceso de medicación. Mira signos de congestión, ECG, analítica y evolución funcional.","La fatiga en insuficiencia cardiaca puede reflejar bajo gasto, congestión, anemia, enfermedad renal, arritmias o efectos de fármacos. Debe valorarse junto con clase funcional, peso, presión y frecuencia cardiaca."
91,Síntomas,sintomas de dolor torácico post stent,"Dolor tipo infarto después de un stent es alarma, sobre todo si suspendió antiagregantes. ECG urgente y manejo como SCA hasta demostrar lo contrario.","Tras un stent, dolor torácico recurrente puede deberse a reestenosis, trombosis del stent, vasoespasmo o causas no coronarias. La trombosis del stent es una urgencia, especialmente si hay elevación del ST."
92,Síntomas,"mi paciente dice que tiene disnea y soplo aórtico, ¿puede ser cardiaco?","Disnea de esfuerzo más soplo aórtico obliga a pedir eco. Si la estenosis es severa y sintomática, se valora reemplazo valvular quirúrgico o TAVI según perfil.",La disnea de esfuerzo con soplo sistólico eyectivo puede sugerir estenosis aórtica. La severidad se confirma por ecocardiografía y los síntomas guían la indicación de intervención.
93,Síntomas,¿es normal que en dolor torácico por cocaína no duela el pecho?,"Después de cocaína, el dolor torácico puede ser vasoespasmo o infarto real. ECG y troponinas; evita trivializarlo como ansiedad.","La cocaína puede provocar vasoespasmo coronario, SCA, arritmias, disección aórtica e hipertensión severa. El dolor torácico tras consumo requiere ECG, troponinas y monitorización según riesgo."
94,Síntomas,¿qué datos clínicos apuntan a flutter auricular?,"Flutter puede sentirse como taquicardia regular. Hay que confirmar en ECG, controlar frecuencia o ritmo y valorar anticoagulación según riesgo embólico.","El flutter auricular suele causar palpitaciones regulares rápidas, disnea o fatiga, con ondas en dientes de sierra en ECG. Comparte indicaciones de anticoagulación según riesgo tromboembólico similares a FA."
95,Síntomas,bloqueo AV necesita ECG ya,"Bloqueo AV con síncope o bajo gasto es serio. Revisa causas reversibles, pero si es avanzado y persistente, suele necesitar marcapasos.","El bloqueo auriculoventricular avanzado puede producir síncope, presíncope, fatiga o insuficiencia cardiaca. Si es persistente y no reversible, puede requerir marcapasos."
96,Síntomas,"tengo un paciente con infarto con dolor torácico, ¿qué busco?","Los síntomas que orientan a IAM son dolor torácico opresivo persistente, irradiación, sudoración, náuseas, disnea o síncope. No hay que esperar a que el cuadro sea “clásico”: ECG urgente y troponinas seriadas si se sospecha SCA.","En el síndrome coronario agudo, el dolor típico suele ser opresivo, retroesternal, prolongado y puede irradiar a brazo izquierdo, mandíbula, espalda o epigastrio. La guía ESC recomienda ECG de 12 derivaciones precoz y troponinas seriadas si no hay elevación persistente del ST."
97,Síntomas,¿cómo distingo equivalentes anginosos de algo menos grave?,"Disnea brusca, cansancio extremo, náuseas, epigastralgia o síncope pueden ser equivalentes anginosos. En pacientes de riesgo, se debe hacer ECG y troponinas aunque no haya dolor típico.","En ancianos, mujeres, diabéticos y pacientes con insuficiencia renal, el SCA puede presentarse con disnea, fatiga, síncope, epigastralgia o malestar inespecífico. La ausencia de dolor torácico no descarta isquemia miocárdica."
98,Síntomas,"dolor pleurítico, ¿qué signos de alarma miro?","El dolor pleurítico no es el patrón típico de infarto, pero no excluye patología grave. Hay que valorar pericarditis, embolia pulmonar, neumotórax y, si hay factores de riesgo, descartar SCA con ECG y biomarcadores.","El dolor torácico pleurítico, que aumenta con la inspiración o la tos, orienta más a pericarditis, embolia pulmonar o patología pleuropulmonar que a angina típica. La evaluación debe integrar ECG, constantes, exploración y probabilidad clínica."
99,Síntomas,¿cuando me preocupo por pericarditis aguda?,"Sugiere pericarditis si el dolor es posicional, pleurítico y mejora al inclinarse hacia delante. Conviene hacer ECG, ecocardiograma y marcadores inflamatorios; si hay derrame importante o compromiso hemodinámico, ingreso.","La pericarditis aguda suele causar dolor torácico punzante que mejora al sentarse e inclinarse hacia delante, puede asociar roce pericárdico y elevación difusa del ST con descenso del PR. La presencia de derrame o inestabilidad cambia el manejo."
100,Síntomas,sintomas de disección aórtica,"Piensa en disección si el dolor es brusco, máximo desde el inicio, con irradiación a espalda, síncope, déficit neurológico o diferencia de pulsos. No es un cuadro para “observar”: necesita imagen urgente y control hemodinámico.","La disección aórtica suele producir dolor torácico o dorsal súbito, muy intenso, desgarrador, con posible asimetría de pulsos, déficit neurológico o insuficiencia aórtica aguda. Requiere sospecha clínica alta e imagen urgente."
101,Síntomas,"mi paciente dice que tiene embolia pulmonar, ¿puede ser cardiaco?","Sospecha embolia si hay disnea brusca, dolor pleurítico, taquicardia, hipoxemia o síncope, sobre todo con factores de riesgo trombótico. La gravedad la marcan la hipotensión, el VD y los biomarcadores.","La embolia pulmonar puede presentarse con disnea súbita, dolor pleurítico, taquicardia, síncope o hipoxemia. La estratificación combina probabilidad clínica, dímero D cuando procede, imagen y valoración del ventrículo derecho."
102,Síntomas,¿es normal que en insuficiencia cardiaca aguda no duela el pecho?,"Los datos clave son disnea, ortopnea, crepitantes, edemas, yugulares altas y mala perfusión. Si hay hipoxemia, edema agudo de pulmón, hipotensión o confusión, es una urgencia.","La insuficiencia cardiaca aguda se manifiesta por disnea, ortopnea, crepitantes, edemas, ingurgitación yugular o hipoperfusión. La guía ESC recomienda valorar congestión, perfusión, desencadenantes y necesidad de oxígeno, diuréticos o soporte."
103,Síntomas,¿qué datos clínicos apuntan a edema agudo de pulmón?,"Si el paciente está ahogado, con crepitantes difusos y saturación baja, piensa en edema agudo de pulmón. Hay que sentarlo, monitorizar, tratar congestión y valorar ventilación no invasiva si hay trabajo respiratorio.","El edema agudo de pulmón se caracteriza por disnea intensa, ortopnea, estertores difusos, hipoxemia y a veces expectoración espumosa. Suele requerir tratamiento urgente de congestión y soporte ventilatorio si hay insuficiencia respiratoria."
104,Síntomas,¿shock cardiogénico necesita ECG ya?,"Los signos son hipotensión, piel fría, oliguria, confusión, lactato alto y congestión o bajo gasto. En un IAM con shock hay que activar manejo invasivo urgente y soporte hemodinámico.","El shock cardiogénico combina hipotensión persistente, signos de hipoperfusión y causa cardiaca como IAM extenso, arritmia o fallo ventricular. Es una situación tiempo-dependiente que requiere monitorización, vasopresores/inotrópicos y tratar la causa."
105,Síntomas,¿qué síntomas me hacen pensar en fibrilacion auricular síntomas?,"La FA puede dar palpitaciones “desordenadas”, falta de aire, cansancio, mareo o empeorar una IC. La confirmación necesita ECG con ritmo irregular sin ondas P organizadas.","La fibrilación auricular puede causar palpitaciones irregulares, disnea, fatiga, mareo, dolor torácico o descompensación de insuficiencia cardiaca. También puede ser asintomática y descubrirse en ECG o monitorización."
106,Síntomas,"tengo un paciente con taquicardia supraventricular, ¿qué busco?","Inicio y final bruscos, palpitación rápida y regular sugieren TSV. Si está estable se puede intentar maniobras vagales y ECG; si hay hipotensión, dolor isquémico o edema pulmonar, cardioversión.","Las taquicardias supraventriculares suelen producir palpitaciones bruscas de inicio y fin súbitos, a veces con mareo, disnea o dolor torácico. La tolerancia hemodinámica determina si se maneja con maniobras, fármacos o cardioversión."
107,Síntomas,¿como distingo bradicardia sintomatica de algo menos grave?,"Preocupa si hay síncope, mareo intenso, hipotensión, confusión o insuficiencia cardiaca. Hay que revisar fármacos frenadores, potasio, isquemia y valorar marcapasos si no hay causa reversible.","La bradicardia clínicamente relevante puede provocar síncope, presíncope, fatiga, disnea o signos de bajo gasto. Deben buscarse causas reversibles como fármacos, isquemia, alteraciones electrolíticas o trastornos de conducción."
108,Síntomas,"síncope cardiaco, qué signos de alarma miro","Es de alarma si aparece con ejercicio, tumbado, con palpitaciones o dolor torácico, o si el ECG es anormal. En esos casos no basta con decir “vasovagal”: hay que estudiar causa cardiaca.","El síncope de posible origen cardiaco se sospecha si ocurre durante esfuerzo, en decúbito, con palpitaciones, dolor torácico, antecedente de cardiopatía o ECG anormal. Estos datos aumentan el riesgo y pueden requerir ingreso."
109,Síntomas,¿cuando me preocupo por síncope vasovagal?,"Vasovagal suena más probable si hubo pródromos claros y desencadenante típico. Aun así, si hay cardiopatía, ECG anormal, síncope de esfuerzo o traumatismo importante, se maneja como alto riesgo.","El síncope reflejo suele tener pródromos como náuseas, calor, sudor frío, visión borrosa y desencadenantes como dolor, bipedestación prolongada o emociones. El ECG y la historia ayudan a excluir causas de alto riesgo."
